Quận,Loại_BDS,Pháp_lý,Số_tầng,Số_phòng,Diện_tích,Dài,Rộng,Giá
"Quận Tân Bình","Nhà mặt tiền",---,1,3," 136 m2",28m,5m," 21 tỷ "
"Quận 7","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,3," 142 m2",28m,"5,5m"," 20 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",6,---," 114 m2",18m,8m," 30 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,4," 63 m2",14m,"4,5m"," 7,5 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,1," 118 m2",28m,"3,75m"," 5,5 tỷ "
"Quận Bình Tân","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,4," 64 m2",16m,4m," 6,3 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,1,1," 141 m2",25m,"7,75m"," 26 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,6," 100 m2",20m,5m," 22 tỷ "
"Huyện Hóc Môn","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,5," 125 m2",25m,5m," 1,9 tỷ "
"Quận 7","Đất nền, liền kề, đất dự án","Sổ hồng/ Sổ đỏ",---,---," 100 m2",20m,5m," 25 tỷ "
"Quận 7","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",7,26," 150 m2",25m,6m," 28 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,4," 85 m2",17m,5m," 16 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,4," 85 m2",17m,5m," 16 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 48 m2",12m,4m," 8,2 tỷ "
"Quận Bình Thạnh","Nhà mặt tiền",---,3,5," 90 m2",22m,"4,3m"," 19 tỷ "
"Quận 7","Nhà trong hẻm",---,2,2," 41 m2",---,---," 2,8 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 30 m2",10m,3m," 2,74 tỷ "
" Quận 2","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,4," 80 m2",20m,4m," 18 tỷ "
"Quận Bình Tân","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,5," 52 m2",13m,4m," 7,2 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,2,3," 80 m2",19m,"4,3m"," 17 tỷ "
"Quận 10","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,5," 128 m2",25m,"5,4m"," 16,5 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,5," 68 m2",17m,4m," 17 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,3,2," 355 m2",30m,8m," 48 tỷ "
"Quận 3","Nhà mặt tiền",---,4,3," 206 m2",26m,11m," 62 tỷ "
"Quận 5","Nhà mặt tiền",---,9,6," 105 m2",20m,"5,3m"," 71 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,7,6," 128 m2",16m,8m," 40 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,7,6," 160 m2",21m,7m," 53 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,3,2," 265 m2",24m,12m," 46 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,7,6," 168 m2",21m,8m," 50 tỷ "
"Quận Phú Nhuận","Biệt thự, nhà liền kề",---,3,6," 326 m2",21m,20m," 52 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,3,2," 160 m2",21m,8m," 33 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,2," 250 m2",25m,10m," 50 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,7,6," 128 m2",16m,8m," 40 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,7,6," 160 m2",20m,8m," 45 tỷ "
"Quận 3","Nhà mặt tiền",---,4,3," 206 m2",26m,11m," 62 tỷ "
"Quận 5","Nhà mặt tiền",---,9,6," 105 m2",20m,"5,3m"," 71 tỷ "
"Quận Gò Vấp","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,5," 82 m2",17m,5m," 8 tỷ "
"Quận 10","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",---,---," 80 m2",20m,5m," 19,5 tỷ "
" Quận 2","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,4," 84 m2","18,5m","4,6m"," 140 triệu "
"Quận Gò Vấp","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",7,60," 178 m2",28m,"6,5m"," 29,5 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",3,5," 167 m2",20m,9m," 33,5 tỷ "
"Quận Tân Phú","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 28 m2",7m,4m," 2,75 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,1,2," 130 m2",24m,"5,4m"," 17 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,1,2," 130 m2",25m,6m," 17 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,3,5," 350 m2",35m,10m," 57,2 tỷ "
"Quận Gò Vấp","Nhà trong hẻm",---,1,2," 83 m2",22m,4m," 7 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,1,2," 150 m2",26m,5m," 16 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",3,5," 280 m2",18m,15m," 63 tỷ "
" Quận 2","Nhà mặt tiền","Giấy tờ hợp lệ",3,12," 120 m2",17m,7m," 32 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 64 m2",16m,4m," 6,85 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 76 m2",20m,"3,9m"," 8,2 tỷ "
"Quận Bình Tân","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,2," 84 m2",21m,4m," 8,8 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,1,2," 130 m2",25m,6m," 17 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,3,5," 350 m2",35m,10m," 57,2 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",3,5," 280 m2",18m,15m," 63 tỷ "
" Quận 2","Nhà mặt tiền","Giấy tờ hợp lệ",3,12," 120 m2",17m,7m," 32 tỷ "
"Quận Bình Tân","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,2," 84 m2",21m,4m," 8,8 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 76 m2",20m,"3,9m"," 8,2 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 64 m2",16m,4m," 6,85 tỷ "
"Quận 1","Nhà mặt tiền","Giấy tờ hợp lệ",15,20," 1.200 m2",45m,24m," 368 tỷ "
"Quận 1","Nhà mặt tiền","Giấy tờ hợp lệ",12,30," 600 m2",30m,20m," 780 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Giấy tờ hợp lệ",3,5," 700 m2",27m,26m," 125 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,3," 86 m2",17m,"5,1m"," 7,5 tỷ "
"Quận 6","Đất thổ cư, đất ở",---,---,---," 80 m2",---,---," 2,4 tỷ "
"Quận 8","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,1," 37 m2","9,5m",4m," 2,25 tỷ "
"Quận 8","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,5," 160 m2",20m,8m," 21 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,2," 100 m2",20m,"4,3m"," 19 tỷ "
"Thành phố Thủ Đức","Căn hộ chung cư","Giấy tờ hợp lệ",17,2," 57 m2",8m,7m," 2,4 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",1,1," 160 m2",16m,10m," 30 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 128 m2",8m,5m," 10,8 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 79 m2",12m,"3,5m"," 3,16 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",2,4," 200 m2",20m,10m," 42 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,2," 100 m2",20m,"4,3m"," 19 tỷ "
"Thành phố Thủ Đức","Căn hộ chung cư","Giấy tờ hợp lệ",17,2," 57 m2",8m,7m," 2,4 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",1,1," 160 m2",16m,10m," 30 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 128 m2",8m,5m," 10,8 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 79 m2",12m,"3,5m"," 3,16 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",2,4," 200 m2",20m,10m," 42 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,2," 49 m2",13m,4m," 2,85 tỷ "
" Quận 2","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,7," 80 m2",20m,4m," 17 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",3,8," 30 m2",20m,15m," 90 tỷ "
" Quận 2","Biệt thự, nhà liền kề",---,3,8," 200 m2",20m,10m," 50 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở",---,---,---," 80 m2",---,---," 2,4 tỷ "
"Quận 7","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,4," 72 m2",18m,4m," 15 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,4,5," 90 m2",20m,4m," 18,8 tỷ "
"Quận 8","Đất nền, liền kề, đất dự án",---,---,---," 80 m2",16m,5m," 1,9 tỷ "
"Thành phố Thủ Đức","Đất nền, liền kề, đất dự án",---,---,---," 90 m2",18m,5m," 2,8 tỷ "
"Quận 5","Đất thổ cư, đất ở",---,---,---," 64 m2",---,---," 2,7 tỷ "
"Huyện Hóc Môn","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 80 m2",16m,5m," 1,16 tỷ "
"Quận 3","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",5,---," 48 m2",12m,4m," 23 tỷ "
"Quận Tân Phú","Căn hộ chung cư","Sổ hồng/ Sổ đỏ",3,2," 84 m2",---,---," 4,4 tỷ "
"Quận 7","Căn hộ chung cư","Giấy tờ hợp lệ",23,2," 70 m2",---,---," 3,3 tỷ "
"Quận 3","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",5,---," 48 m2",12m,4m," 23 tỷ "
"Quận Tân Phú","Căn hộ chung cư","Sổ hồng/ Sổ đỏ",3,2," 84 m2",---,---," 4,4 tỷ "
"Quận 7","Căn hộ chung cư","Giấy tờ hợp lệ",23,2," 70 m2",---,---," 3,3 tỷ "
"Quận 10","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,6," 150 m2",22m,"6,8m"," 20 tỷ "
"Huyện Hóc Môn","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 1,2 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",5,4," 91 m2",19m,5m," 12,5 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở",---,---,---," 105 m2",---,---," 3,1 tỷ "
"Quận 10","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,5," 111 m2",---,"7,4m"," 16 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,3," 48 m2",12m,4m," 5 tỷ "
"Huyện Củ Chi","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",---,3," 90 m2",18m,5m," 1,4 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,2," 75 m2",15m,5m," 6,3 tỷ "
"Quận Bình Thạnh","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",---,3," 94 m2",17m,"4,35m"," 8,2 tỷ "
"Quận Bình Thạnh","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,7," 195 m2",13m,"4,2m"," 11,8 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,3," 80 m2",15m,"5,35m"," 5,8 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 80 m2",16m,5m," 1 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,5," 100 m2",20m,5m," 22 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,4," 84 m2",21m,4m," 16,9 tỷ "
"Quận Tân Bình","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",4,5," 84 m2",16m,"5,5m"," 13 tỷ "
"Quận Tân Bình","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",4,5," 84 m2",16m,"5,5m"," 13 tỷ "
"Quận Tân Bình","Đất thổ cư, đất ở",---,---,---," 100 m2",---,---," 2,3 tỷ "
"Quận Tân Bình","Đất thổ cư, đất ở",---,---,---," 100 m2",---,---," 2,3 tỷ "
"Quận 12","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,3," 40 m2",12m,"3,8m"," 1,98 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,3,4," 72 m2",---,---," 9,8 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,4,4," 70 m2",---,---," 9,5 tỷ "
"Quận 1","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",4,12," 61 m2",16m,4m," 26 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,5,5," 77 m2",---,---," 8,5 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,4," 445 m2",---,---," 90 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,4," 72 m2",---,---," 16,5 tỷ "
"Quận Bình Thạnh","Căn hộ chung cư","Sổ hồng/ Sổ đỏ",1,2," 87 m2",---,---," 3,5 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,3," 100 m2",20m,5m," 8,2 tỷ "
"Quận Tân Bình","Nhà trong hẻm",---,2,3," 80 m2","17,5m","5,2m"," 12 tỷ "
"Quận 10","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,3," 60 m2",---,4m," 15,7 tỷ "
"Quận 10","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",5,5," 97 m2",25m,4m," 16 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",7,9," 68 m2",17m,4m," 30,5 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,5," 170 m2",21m,9m," 34 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 160 m2",16m,10m," 2,2 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,4," 185 m2",20m,10m," 14,5 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 3 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 67 m2",16m,"4,5m"," 3,4 tỷ "
" Quận 2","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,4," 100 m2",20m,5m," 21 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 3 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 67 m2",16m,"4,5m"," 3,4 tỷ "
" Quận 2","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,4," 100 m2",20m,5m," 21 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,4," 130 m2",16m,8m," 20,5 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 308 m2",18m,18m," 44 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm",---,2,---," 40 m2",---,---," 4,6 tỷ "
"Quận Bình Thạnh","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,5," 90 m2",20m,"4,5m"," 34 tỷ "
"Thành phố Thủ Đức","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",4,5," 240 m2",20m,12m," 37 tỷ "
"Quận Gò Vấp","Nhà trong hẻm",---,2,6," 80 m2",20m,4m," 7,99 tỷ "
"Quận Gò Vấp","Nhà trong hẻm",---,1,3," 85 m2",17m,5m," 7,9 tỷ "
"Quận Gò Vấp","Nhà mặt tiền",---,1,2," 70 m2",17m,"4,2m"," 9 tỷ "
"Huyện Bình Chánh","Nhà mặt tiền",---,3,13," 180 m2",18m,10m," 11 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 113 m2",10m,12m," 1,7 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm",---,2,2," 36 m2","4,5m",8m," 3 tỷ "
"Quận 11","Nhà trong hẻm",---,2,3," 62 m2",---,---," 6,3 tỷ "
"Quận 11","Nhà trong hẻm",---,2,3," 64 m2",---,---," 6,75 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,10," 200 m2",20m,10m," 2 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,10," 192 m2",25m,8m," 34 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 64 m2",16m,4m," 8,7 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm",---,2,---," 109 m2",---,4m," 7,5 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm",---,2,2," 36 m2","4,5m",8m," 3 tỷ "
"Quận 11","Nhà trong hẻm",---,2,3," 62 m2",---,---," 6,3 tỷ "
"Quận 11","Nhà trong hẻm",---,2,3," 64 m2",---,---," 6,75 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,10," 200 m2",20m,10m," 2 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,10," 192 m2",25m,8m," 34 tỷ "
"Quận 6","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,4," 64 m2",16m,4m," 8,7 tỷ "
"Thành phố Thủ Đức","Nhà trong hẻm",---,2,---," 109 m2",---,4m," 7,5 tỷ "
"Huyện Bình Chánh","Đất nền, liền kề, đất dự án","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 2,2 tỷ "
"Huyện Bình Chánh","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 2,4 tỷ "
"Huyện Bình Chánh","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 100 m2",20m,5m," 2,5 tỷ "
"Quận Bình Thạnh","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 90 m2",18m,5m," 4,5 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,6," 75 m2",15m,5m," 12 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 150 m2",30m,5m," 900 triệu "
"Quận 3","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,5," 36 m2",12m,3m," 8,5 tỷ "
"Thành phố Thủ Đức","Căn hộ chung cư","Giấy tờ hợp lệ",---,2," 70 m2",---,---," 2,95 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,3," 105 m2",25m,"4,2m"," 18 tỷ "
"Quận Bình Thạnh","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,3," 214 m2",31m,7m," 53,5 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,3," 74 m2","18,5m",4m," 12,5 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,5," 72 m2",16m,"4,5m"," 15 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,5," 85 m2",17m,5m," 16,5 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,5," 72 m2",16m,"4,5m"," 15 tỷ "
"Quận Tân Bình","Nhà mặt tiền",---,3,5," 85 m2",17m,5m," 16,5 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,2," 80 m2",17m,5m," 11,6 tỷ "
"Thành phố Thủ Đức","Căn hộ chung cư","Giấy phép XD",18,2," 58 m2",---,---," 5,3 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền",---,2,3," 110 m2",15m,7m," 14 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 100 m2",20m,5m," 900 triệu "
"Quận Tân Phú","Đất thổ cư, đất ở",---,---,---," 100 m2",---,---," 2,4 tỷ "
"Quận 1","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 1.472 m2",46m,32m," 750 triệu / m2  "
"Quận 7","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,5," 72 m2",18m,4m," 13,2 tỷ "
"Quận 1","Nhà mặt tiền",---,3,8," 72 m2","9,5m","7,4m"," 31,5 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,1,2," 404 m2",36m,12m," 95 tỷ "
"Quận Phú Nhuận","Biệt thự, nhà liền kề",---,3,6," 209 m2",26m,8m," 40 tỷ "
"Thành phố Thủ Đức","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",4,3," 240 m2",20m,12m," 38 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,3," 80 m2",20m,4m," 11,5 tỷ "
"Quận 10","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,2," 70 m2",10m,"7,3m"," 17 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",1,2," 406 m2",21m,20m," 160 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,4," 200 m2",20m,12m," 100 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,8," 134 m2",17m,8m," 29,8 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở",---,---,---," 1.000 m2",58m,27m," 2,35 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",5,6," 85 m2",---,5m," 7,3 tỷ "
"Quận 1","Nhà mặt tiền",---,3,8," 72 m2","9,5m","7,4m"," 31,5 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền",---,1,2," 404 m2",36m,12m," 95 tỷ "
"Quận Phú Nhuận","Biệt thự, nhà liền kề",---,3,6," 209 m2",26m,8m," 40 tỷ "
"Thành phố Thủ Đức","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",4,3," 240 m2",20m,12m," 38 tỷ "
"Quận Bình Thạnh","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",2,3," 80 m2",20m,4m," 11,5 tỷ "
"Quận 10","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,2," 70 m2",10m,"7,3m"," 17 tỷ "
" Quận 2","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",1,2," 406 m2",21m,20m," 160 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,4," 200 m2",20m,12m," 100 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,8," 134 m2",17m,8m," 29,8 tỷ "
"Huyện Củ Chi","Đất thổ cư, đất ở",---,---,---," 1.000 m2",58m,27m," 2,35 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",5,6," 85 m2",---,5m," 7,3 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,10," 110 m2",32m,"4,4m"," 20 tỷ "
"Quận 5","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",2,6," 110 m2",16m,4m," 22,5 tỷ "
"Quận Gò Vấp","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",7,20," 132 m2",27m,5m," 19 tỷ "
"Quận Gò Vấp","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,3," 32 m2",9m,"3,5m"," 3,1 tỷ "
"Quận Bình Tân","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",---,---," 60 m2",15m,4m," 3,7 tỷ "
"Quận Gò Vấp","Nhà trong hẻm",---,2,2," 60 m2",15m,4m," 3,9 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",1,10," 225 m2","25,5m",9m," 34,4 tỷ "
"Quận Tân Bình","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,5," 71 m2",20m,"4,2m"," 18 tỷ "
"Huyện Hóc Môn","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,2," 80 m2",16m,5m," 700 triệu "
"Huyện Hóc Môn","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",1,2," 80 m2",16m,5m," 700 triệu "
"Huyện Nhà Bè","Đất nền, liền kề, đất dự án","Sổ hồng/ Sổ đỏ",---,---," 83 m2",12m,"6,92m"," 3,48 tỷ "
"Quận Tân Bình","Đất thổ cư, đất ở","Sổ hồng/ Sổ đỏ",1,1," 2.300 m2",52m,52m," 125 triệu / m2  "
"Quận Tân Phú","Căn hộ chung cư","Sổ hồng/ Sổ đỏ",---,2," 46 m2",---,---," 2,9 tỷ "
"Quận Bình Tân","Nhà trong hẻm","Sổ hồng/ Sổ đỏ",3,4," 47 m2",12m,4m," 6,6 tỷ "
"Thành phố Thủ Đức","Đất thổ cư, đất ở",---,---,---," 73 m2","10,5m","7,1m"," 9,5 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền",---,5,4," 80 m2",20m,4m," 18,5 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền",---,1,10," 150 m2",19m,"8,3m"," 22 tỷ "
"Huyện Hóc Môn","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",---,2," 80 m2",20m,4m," 440 triệu "
"Quận 1","Nhà mặt tiền",---,1,1," 279 m2",40m,"7,7m"," 90 tỷ "
"Thành phố Thủ Đức","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",3,3," 320 m2",40m,8m," 37 tỷ "
"Quận Tân Phú","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",5,5," 438 m2",---,---," 19,7 tỷ "
"Quận Phú Nhuận","Nhà mặt tiền","Sổ hồng/ Sổ đỏ",4,9," 88 m2",11m,10m," 20,5 tỷ "
"Thành phố Thủ Đức","Biệt thự, nhà liền kề","Sổ hồng/ Sổ đỏ",1,1," 160 m2",16m,10m," 30 tỷ "
